Object ID,extendPortVlanCurrent1DayDnDiscByteCounter,extendPortVlanCurrent1DayDnFwdByteCounter,extendPortVlanCurrent1DayUpDiscByteCounter,extendPortVlanCurrent1DayUpFwdByteCounter
P47734735.C3001@R1.S1.LT1.PON13.ONT24.SERV1,0,0,0,0
P46294912.C1000@R1.S1.LT1.PON2.ONT26.C14.P1,0,1646645,0,310386
P47503311.C3001@R1.S1.LT1.PON11.ONT54.SERV1,0,2415006,0,5343449
P48139136.C3000@R1.S1.LT1.PON16.ONT35.C14.P1,0,63596,0,64058
P46174080.C3000@R1.S1.LT1.PON1.ONT36.C14.P1,0,64046,0,64286
P47768527.C3001@R1.S1.LT1.PON13.ONT57.SERV1,0,0,0,0
P47091584.C3000@R1.S1.LT1.PON8.ONT36.C14.P1,0,0,0,0
P48118656.C3000@R1.S1.LT1.PON16.ONT15.C14.P1,0,64994,0,100316
P47448960.C3000@R1.S1.LT1.PON11.ONT1.C14.P1,0,63750,0,62050
P48013263.C3001@R1.S1.LT1.PON15.ONT40.SERV1,0,2111845,0,4819009
P47343488.C1000@R1.S1.LT1.PON10.ONT26.C14.P1,0,0,0,0
P46807936.C1000@R1.S1.LT1.PON6.ONT15.C14.P1,0,3796499511,0,2870758531
P47721423.C3001@R1.S1.LT1.PON13.ONT11.SERV1,0,2140342,0,4748872
P46809984.C3000@R1.S1.LT1.PON6.ONT17.C14.P1,0,61810,0,74554
P46970752.C3000@R1.S1.LT1.PON7.ONT46.C14.P1,0,64320,0,78922
P48105344.C3000@R1.S1.LT1.PON16.ONT2.C14.P1,0,0,0,0
P47867776.C1000@R1.S1.LT1.PON14.ONT26.C14.P1,0,156039465,0,5302991
P46932864.C1000@R1.S1.LT1.PON7.ONT9.C14.P1,0,4978823296,0,2044803695
P46312399.C3001@R1.S1.LT1.PON2.ONT43.SERV1,0,0,0,0
P47854464.C1000@R1.S1.LT1.PON14.ONT13.C14.P1,0,3120155308,0,516137791
P47205248.C1000@R1.S1.LT1.PON9.ONT19.C14.P1,0,21813,0,13167
P47330176.C1000@R1.S1.LT1.PON10.ONT13.C14.P1,0,1813634830,0,118180193
P47378304.C3000@R1.S1.LT1.PON10.ONT60.C14.P1,0,63106,0,77984
P46162895.C3001@R1.S1.LT1.PON1.ONT25.SERV1,0,2115613,0,4832420
P47729536.C1000@R1.S1.LT1.PON13.ONT19.C14.P1,0,734793518,0,116836470
P47331200.C3000@R1.S1.LT1.PON10.ONT14.C14.P1,0,63750,0,62050
P47999951.C3001@R1.S1.LT1.PON15.ONT27.SERV1,0,2273245,0,4957538
P46674816.C3000@R1.S1.LT1.PON5.ONT13.C14.P1,0,64128,0,62118
P46984064.C1000@R1.S1.LT1.PON7.ONT59.C14.P1,0,21813,0,13167
P48039887.C3001@R1.S1.LT1.PON15.ONT66.SERV1,0,176873,0,1512325
P48144448.C120@R1.S1.LT1.PON16.ONT41.C1.P1,0,6603460,3655,7622414
P46704591.C3001@R1.S1.LT1.PON5.ONT42.SERV1,0,2092851,0,4835483
P47247232.C3000@R1.S1.LT1.PON9.ONT60.C14.P1,0,62856,0,75714
P46158720.C3000@R1.S1.LT1.PON1.ONT21.C14.P1,0,0,0,0
P47210368.C1000@R1.S1.LT1.PON9.ONT24.C14.P1,0,6870598545,0,179867397
P47888256.C1000@R1.S1.LT1.PON14.ONT46.C14.P1,0,0,0,0
P46549888.C1000@R1.S1.LT1.PON4.ONT19.C14.P1,0,857605430,0,25377591
P47595471.C3001@R1.S1.LT1.PON12.ONT16.SERV1,0,0,0,0
P46946255.C3001@R1.S1.LT1.PON7.ONT22.SERV1,0,0,0,0
P46144384.C1000@R1.S1.LT1.PON1.ONT7.C14.P1,0,0,0,0
P46536576.C1000@R1.S1.LT1.PON4.ONT6.C14.P1,0,0,0,0
P47229824.C3000@R1.S1.LT1.PON9.ONT43.C14.P1,0,63664,0,61452
P46279552.C1000@R1.S1.LT1.PON2.ONT11.C14.P1,0,0,0,0
P47770496.C3000@R1.S1.LT1.PON13.ONT59.C14.P1,0,63518,0,64692
P47456128.C3000@R1.S1.LT1.PON11.ONT8.C14.P1,0,0,0,0
P48016335.C3001@R1.S1.LT1.PON15.ONT43.SERV1,0,2278011,0,5115640
P48112512.C3000@R1.S1.LT1.PON16.ONT9.C14.P1,0,0,0,0
P47758287.C3001@R1.S1.LT1.PON13.ONT47.SERV1,0,2230829,0,4911983
P46681984.C3000@R1.S1.LT1.PON5.ONT20.C14.P1,0,62628,0,63528
P47241088.C1000@R1.S1.LT1.PON9.ONT54.C14.P1,0,321145782,0,246088035
P46561152.C3000@R1.S1.LT1.PON4.ONT30.C14.P1,0,63596,0,61388
P46167936.C1000@R1.S1.LT1.PON1.ONT30.C14.P1,0,1810197975,0,68913084
P46433152.C3000@R1.S1.LT1.PON3.ONT33.C14.P1,0,63446,0,61452
P46145408.C3000@R1.S1.LT1.PON1.ONT8.C14.P1,0,0,0,0
P46308224.C3000@R1.S1.LT1.PON2.ONT39.C14.P1,0,25568,0,25494
P46688128.C3000@R1.S1.LT1.PON5.ONT26.C14.P1,0,0,0,0
P47102848.C3000@R1.S1.LT1.PON8.ONT47.C14.P1,0,0,0,0
P46831488.C3000@R1.S1.LT1.PON6.ONT38.C14.P1,0,62686,0,63470
P47482752.C3000@R1.S1.LT1.PON11.ONT34.C14.P1,0,0,0,0
P48003023.C3001@R1.S1.LT1.PON15.ONT30.SERV1,0,2204790,0,4945257
P47607680.C1000@R1.S1.LT1.PON12.ONT28.C14.P1,0,369980969,0,28766534
P46928847.C3001@R1.S1.LT1.PON7.ONT5.SERV1,0,0,0,0
P47504256.C3000@R1.S1.LT1.PON11.ONT55.C14.P1,0,0,0,0
P47996800.C3000@R1.S1.LT1.PON15.ONT24.C14.P1,0,0,0,0
P47236992.C1000@R1.S1.LT1.PON9.ONT50.C14.P1,0,332514996,0,421953145
P46798720.C3000@R1.S1.LT1.PON6.ONT6.C14.P1,0,63136,0,64318
P48018304.C1000@R1.S1.LT1.PON15.ONT45.C14.P1,0,64997590,0,6197517
P47982464.C1000@R1.S1.LT1.PON15.ONT10.C14.P1,0,4262517434,0,1191882534
P46271439.C3001@R1.S1.LT1.PON2.ONT3.SERV1,0,2235201,0,4957713
P47188864.C1000@R1.S1.LT1.PON9.ONT3.C14.P1,0,228084120,0,187746242
P47375232.C3000@R1.S1.LT1.PON10.ONT57.C14.P1,0,0,0,0
P47488896.C1000@R1.S1.LT1.PON11.ONT40.C14.P1,0,0,0,0
P46169984.C3000@R1.S1.LT1.PON1.ONT32.C14.P1,0,62450,0,63136
P46553984.C3000@R1.S1.LT1.PON4.ONT23.C14.P1,0,0,0,0
P47727567.C3001@R1.S1.LT1.PON13.ONT17.SERV1,0,0,0,0
P46284751.C3001@R1.S1.LT1.PON2.ONT16.SERV1,0,0,0,0
P46302080.C1000@R1.S1.LT1.PON2.ONT33.C14.P1,0,21813,0,13167
P47354752.C3000@R1.S1.LT1.PON10.ONT37.C14.P1,0,63896,0,64760
P48108495.C3001@R1.S1.LT1.PON16.ONT5.SERV1,0,0,0,0
P46574464.C3000@R1.S1.LT1.PON4.ONT43.C14.P1,0,63378,0,61388
P46671744.C3000@R1.S1.LT1.PON5.ONT10.C14.P1,0,0,0,0
P46314368.C1000@R1.S1.LT1.PON2.ONT45.C14.P1,0,1939667697,0,83962421
P47223680.C1000@R1.S1.LT1.PON9.ONT37.C14.P1,0,1461373872,0,105048325
P48125824.C3000@R1.S1.LT1.PON16.ONT22.C14.P1,0,0,0,0
P47979471.C3001@R1.S1.LT1.PON15.ONT7.SERV1,0,1996386,0,4092621
P47341440.C3000@R1.S1.LT1.PON10.ONT24.C14.P1,0,64346,0,62118
P46973824.C3000@R1.S1.LT1.PON7.ONT49.C14.P1,0,0,0,0
P47714255.C3001@R1.S1.LT1.PON13.ONT4.SERV1,0,0,0,0
P47758208.C1000@R1.S1.LT1.PON13.ONT47.C14.P1,0,21813,0,13167
P48029647.C3001@R1.S1.LT1.PON15.ONT56.SERV1,0,171794,0,1550087
P46415744.C3000@R1.S1.LT1.PON3.ONT16.C14.P1,0,0,0,0
P46540672.C3000@R1.S1.LT1.PON4.ONT10.C14.P1,0,0,0,0
P47216512.C3000@R1.S1.LT1.PON9.ONT30.C14.P1,0,0,0,0
P47852495.C3001@R1.S1.LT1.PON14.ONT11.SERV1,0,0,0,0
P47600591.C3001@R1.S1.LT1.PON12.ONT21.SERV1,0,2000374,0,4643835
P46402432.C3000@R1.S1.LT1.PON3.ONT3.C14.P1,0,64128,0,62118
P46948224.C1000@R1.S1.LT1.PON7.ONT24.C14.P1,0,4217792372,0,3998984459
P47612879.C3001@R1.S1.LT1.PON12.ONT33.SERV1,0,1994984,0,4725844
P48153472.C3000@R1.S1.LT1.PON16.ONT49.C14.P1,0,63446,0,63912
P47619023.C3001@R1.S1.LT1.PON12.ONT39.SERV1,0,2054421,0,4659568
P46182272.C1000@R1.S1.LT1.PON1.ONT44.C14.P1,0,40909889,0,16322574
P47203200.C3000@R1.S1.LT1.PON9.ONT17.C14.P1,0,63746,0,61534
P47472512.C3000@R1.S1.LT1.PON11.ONT24.C14.P1,0,63818,0,64984
P46960512.C3000@R1.S1.LT1.PON7.ONT36.C14.P1,0,0,0,0
P48140160.C3000@R1.S1.LT1.PON16.ONT36.C14.P1,0,63896,0,61680
P46939087.C3001@R1.S1.LT1.PON7.ONT15.SERV1,0,0,0,0
P47468495.C3001@R1.S1.LT1.PON11.ONT20.SERV1,0,103656,0,192907
P47847296.C1000@R1.S1.LT1.PON14.ONT6.C14.P1,0,0,0,0
P47995776.C1000@R1.S1.LT1.PON15.ONT23.C14.P1,0,709738739,0,58809741
P46176207.C3001@R1.S1.LT1.PON1.ONT38.SERV1,0,164482,0,1540277
P47492992.C3000@R1.S1.LT1.PON11.ONT44.C14.P1,0,64114,0,75866
P47244160.C3000@R1.S1.LT1.PON9.ONT57.C14.P1,0,62914,0,60722
P46280576.C1000@R1.S1.LT1.PON2.ONT12.C14.P1,0,0,0,0
P46821248.C3000@R1.S1.LT1.PON6.ONT28.C14.P1,0,0,0,0
P46795648.C3000@R1.S1.LT1.PON6.ONT3.C14.P1,0,0,0,0
P47067087.C3001@R1.S1.LT1.PON8.ONT12.SERV1,0,0,0,0
P46707663.C3001@R1.S1.LT1.PON5.ONT45.SERV1,0,0,0,0
P47591296.C1000@R1.S1.LT1.PON12.ONT12.C14.P1,0,228450409,0,371024004
P46293888.C1000@R1.S1.LT1.PON2.ONT25.C14.P1,0,1855231805,0,123127628
P46418816.C3000@R1.S1.LT1.PON3.ONT19.C14.P1,0,0,0,0
P47226752.C3000@R1.S1.LT1.PON9.ONT40.C14.P1,0,64196,0,61972
P47899599.C3001@R1.S1.LT1.PON14.ONT57.SERV1,0,0,0,0
P46449536.C3000@R1.S1.LT1.PON3.ONT49.C14.P1,0,63228,0,64112
P46539648.C1000@R1.S1.LT1.PON4.ONT9.C14.P1,0,0,0,0
P47868879.C3001@R1.S1.LT1.PON14.ONT27.SERV1,0,0,0,0
P47890304.C3000@R1.S1.LT1.PON14.ONT48.C14.P1,0,62710,0,75594
P47598543.C3001@R1.S1.LT1.PON12.ONT19.SERV1,0,2015081,0,4717770
P48019407.C3001@R1.S1.LT1.PON15.ONT46.SERV1,0,0,0,0
P47855567.C3001@R1.S1.LT1.PON14.ONT14.SERV1,0,0,0,0
P46405504.C3000@R1.S1.LT1.PON3.ONT6.C14.P1,0,64482,0,65116
P47209344.C1000@R1.S1.LT1.PON9.ONT23.C14.P1,0,2502737551,0,502050079
P46564224.C3000@R1.S1.LT1.PON4.ONT33.C14.P1,0,63596,0,64258
P47886287.C3001@R1.S1.LT1.PON14.ONT44.SERV1,0,0,0,0
P46269312.C1000@R1.S1.LT1.PON2.ONT1.C14.P1,0,1274770938,0,112736431
P47748047.C3001@R1.S1.LT1.PON13.ONT37.SERV1,0,2223213,0,5069150
P46436224.C3000@R1.S1.LT1.PON3.ONT36.C14.P1,0,63446,0,63912
P47499136.C3000@R1.S1.LT1.PON11.ONT50.C14.P1,0,63750,0,62050
P47514496.C3000@R1.S1.LT1.PON11.ONT65.C14.P1,0,63450,0,61548
P47352704.C1000@R1.S1.LT1.PON10.ONT35.C14.P1,0,1980659947,0,353046616
P46925775.C3001@R1.S1.LT1.PON7.ONT2.SERV1,0,2179112,0,4839577
P47980416.C1000@R1.S1.LT1.PON15.ONT8.C14.P1,0,7629287193,0,438286928
P48120704.C1000@R1.S1.LT1.PON16.ONT17.C14.P1,0,67937857,0,5359975
P46832512.C1000@R1.S1.LT1.PON6.ONT39.C14.P1,0,1846042,0,4327599
P48152527.C3001@R1.S1.LT1.PON16.ONT48.SERV1,0,0,0,0
P47769472.C3000@R1.S1.LT1.PON13.ONT58.C14.P1,0,63082,0,61402
P47071104.C3000@R1.S1.LT1.PON8.ONT16.C14.P1,0,0,0,0
P47364992.C3000@R1.S1.LT1.PON10.ONT47.C14.P1,0,63218,0,61530
P47993728.C1000@R1.S1.LT1.PON15.ONT21.C14.P1,0,148419497,0,171133738
P47501184.C3000@R1.S1.LT1.PON11.ONT52.C14.P1,0,0,0,0
P48030671.C3001@R1.S1.LT1.PON15.ONT57.SERV1,0,2124114,0,4880589
P47383424.C1000@R1.S1.LT1.PON10.ONT65.C14.P1,0,153481795,0,12124608
P47772623.C3001@R1.S1.LT1.PON13.ONT61.SERV1,0,162672,0,1569650
P47196032.C1000@R1.S1.LT1.PON9.ONT10.C14.P1,0,0,0,0
P48122752.C3000@R1.S1.LT1.PON16.ONT19.C14.P1,0,0,0,0
P46321536.C1000@R1.S1.LT1.PON2.ONT52.C14.P1,0,0,0,0
P47372160.C3000@R1.S1.LT1.PON10.ONT54.C14.P1,0,64494,0,104934
P47084416.C3000@R1.S1.LT1.PON8.ONT29.C14.P1,0,0,0,0
P47100800.C1000@R1.S1.LT1.PON8.ONT45.C14.P1,0,3740678912,0,422917892
P47351680.C3000@R1.S1.LT1.PON10.ONT34.C14.P1,0,63852,0,78528
P46274511.C3001@R1.S1.LT1.PON2.ONT6.SERV1,0,2231061,0,4934017
P46305152.C1000@R1.S1.LT1.PON2.ONT36.C14.P1,0,1788054002,0,118413937
P48165839.C3001@R1.S1.LT1.PON16.ONT61.SERV1,0,174971,0,1537140
P47502208.C1000@R1.S1.LT1.PON11.ONT53.C14.P1,0,74689253,0,372095819
P46152576.C3000@R1.S1.LT1.PON1.ONT15.C14.P1,0,8032,0,21985
P46577536.C3000@R1.S1.LT1.PON4.ONT46.C14.P1,0,0,0,0
P46429056.C3000@R1.S1.LT1.PON3.ONT29.C14.P1,0,0,0,0
P46318543.C3001@R1.S1.LT1.PON2.ONT49.SERV1,0,168480,0,1556677
P47097728.C3000@R1.S1.LT1.PON8.ONT42.C14.P1,0,0,0,0
P46543744.C3000@R1.S1.LT1.PON4.ONT13.C14.P1,0,63930,0,88990
P47585231.C3001@R1.S1.LT1.PON12.ONT6.SERV1,0,2094751,0,4715564
P46959567.C3001@R1.S1.LT1.PON7.ONT35.SERV1,0,2114743,0,4760482
P47198080.C3000@R1.S1.LT1.PON9.ONT12.C14.P1,0,62938,0,75762
P47842255.C3001@R1.S1.LT1.PON14.ONT1.SERV1,0,0,0,0
P47896448.C3000@R1.S1.LT1.PON14.ONT54.C14.P1,0,63436,0,61530
P46800768.C3000@R1.S1.LT1.PON6.ONT8.C14.P1,0,62986,0,63762
P47717327.C3001@R1.S1.LT1.PON13.ONT7.SERV1,0,2089589,0,4847496
P48156544.C3000@R1.S1.LT1.PON16.ONT52.C14.P1,0,63068,0,63634
P47069056.C1000@R1.S1.LT1.PON8.ONT14.C14.P1,0,0,0,0
P47370112.C1000@R1.S1.LT1.PON10.ONT52.C14.P1,0,491774980,0,36733634
P48039808.C3000@R1.S1.LT1.PON15.ONT66.C14.P1,0,63532,0,61840
P47326080.C1000@R1.S1.LT1.PON10.ONT9.C14.P1,0,0,0,0
P47213440.C3000@R1.S1.LT1.PON9.ONT27.C14.P1,0,63378,0,61388
P47980495.C3001@R1.S1.LT1.PON15.ONT8.SERV1,0,2338242,0,5130442
P48004992.C1000@R1.S1.LT1.PON15.ONT32.C14.P1,0,0,0,0
P47327104.C3000@R1.S1.LT1.PON10.ONT10.C14.P1,0,0,0,0
P48143232.C3000@R1.S1.LT1.PON16.ONT39.C14.P1,0,0,0,0
P47063936.C3000@R1.S1.LT1.PON8.ONT9.C14.P1,0,0,0,0
P46557056.C1000@R1.S1.LT1.PON4.ONT26.C14.P1,0,0,0,0
P46287823.C3001@R1.S1.LT1.PON2.ONT19.SERV1,0,2145966,0,4914504
P47339392.C1000@R1.S1.LT1.PON10.ONT22.C14.P1,0,48646280701,0,6204377365
P47208320.C1000@R1.S1.LT1.PON9.ONT22.C14.P1,0,605926000,0,5306028664
P46802895.C3001@R1.S1.LT1.PON6.ONT10.SERV1,0,169013,0,1550221
P46950351.C3001@R1.S1.LT1.PON7.ONT26.SERV1,0,2069990,0,4718287
P47748992.C3000@R1.S1.LT1.PON13.ONT38.C14.P1,0,0,0,0
P46283648.C1000@R1.S1.LT1.PON2.ONT15.C14.P1,0,0,0,0
P47474560.C1000@R1.S1.LT1.PON11.ONT26.C14.P1,0,5880803980,0,161084052
P47598464.C3000@R1.S1.LT1.PON12.ONT19.C14.P1,0,63068,0,64044
